,Rev_MHH8607,Rev_MHH9536,Rev_MHH9604
"PA14_72620,metN",196,199,87
"PA14_72630,",251,262,133
"PA14_72640,",1454,1264,834
"PA14_72650,",5,229,13
"PA14_72660,",2,306,5
"PA14_72690,",10,298,10
"PA14_72700,",8,289,6
"PA14_72710,",19,474,20
"PA14_72720,dctD",177,176,154
"PA14_72740,dctB",80,71,36
"PA14_72750,",71,52,56
"PA14_72760,",45,21,24
"PA14_72770,",51,63,46
"PA14_72780,pdxY",138,82,71
"PA14_72790,",42,187,129
"PA14_72800,rosB",95,369,261
"PA14_72810,",85,64,25
"PA14_72820,",61,36,37
"PA14_72830,",21,17,26
"PA14_72840,",132,145,188
"PA14_72850,",96,75,144
"PA14_72870,",101,137,201
"PA14_72880,fabG",40,31,34
"PA14_72890,",39,46,39
"PA14_72900,",580,132,79
"PA14_72920,",63,144,113
"PA14_72930,",274,6580,5116
"PA14_72940,",98,1141,884
"PA14_72960,kgtP",75,234,147
"PA14_72970,tonB",694,227,215
"PA14_72980,",57,47,43
"PA14_72990,",35,53,26
"PA14_73000,",21,9,11
"PA14_73010,",17,23,18
"PA14_73020,",11,4,5
"PA14_73030,",14,14,9
"PA14_73040,amiA",8,3,2
"PA14_73050,",1,5,5
"PA14_73060,cynT",7,2,3
"PA14_73070,pyrQ",2,4,11
"PA14_73090,",113,142,150
"PA14_73100,",16,46,53
"PA14_73110,",96,246,335
"PA14_73120,",147,283,347
"PA14_73140,",393,214,300
"PA14_73150,",62,75,71
"PA14_73160,",16,13,11
"PA14_73170,glmS",266,261,180
"PA14_73190,glmR",66,72,47
"PA14_73200,",43,38,69
"PA14_73220,glmU",421,218,228
"PA14_73230,atpC",417,325,229
"PA14_73240,atpD",7492,7492,4977
"PA14_73250,atpG",6439,9550,5163
"PA14_73260,atpA",6953,9309,5317
"PA14_73280,atpH",3969,4761,2310
"PA14_73290,atpF",5639,6534,3184
"PA14_73300,atpE",3381,3890,1876
"PA14_73310,atpB",4773,5508,2530
"PA14_73320,atpI",819,893,418
"PA14_73330,parB",451,374,317
"PA14_73350,soj",433,390,295
"PA14_73360,gidB",256,181,96
"PA14_73370,gidA",1050,692,378
"PA14_73390,",8,2,5
"PA14_73400,trmE",152,135,86
"PA14_73410,yidC",1988,2299,997
"PA14_73420,rnpA",1143,1012,520
PA1530.1,1588,719,699
PA1555.1,1534,2984,2566
PA1781.1,0,1,0
"PA1796.2,",11,5,1
PA1838-PA1839,35,24,41
PA2570.1,0,1,1
"PA2570.1,",8,1,4
PA2581-PA2582,35,26,56
PA2744.1,11,11,4
PA2750-PA2751,46,11,22
PA2852-PA2853,8490,7892,6229
PA2942.1,104,55,49
PA2958.1,118,49,164
PA3001-PA3002,22,19,14
"PA3133.1,tRNA-Glu",172,61,56
"PA3133.2,tRNA-Ala",1854,805,464
PA3304.1,1,3,4
"PA3305.1,phrS",2469,2724,3563
PA3366.1,70,113,179
PA3621.1,567,196,1792
PA3964-PA3965,3,5,3
PA4055-PA4056,182,275,149
PA4270.1,48,91,44
PA4272.1,12,19,15
PA4406.1,789,731,555
"PA4421.1,rnpB",176876,72966,69559
PA4451.1,6,1,4
PA4628-PA4629,23,15,11
PA4704-PA4705,2098,150,444
PA4704.1,100,16,49
PA4704.2,62,8,15
PA4726.1,2,0,1
PA4726.11,106196,118937,122566
PA4726.2,0,0,6
PA4758.1,30,55,33
PA5181.1,43,5,18
PA5183-PA5184,9,3,12
PA5204-PA5205,2,0,0
PA5227.1,1165,429,441
PA5316.1,2,1,1
